"ID_DISCENTE","ANO_INGRESSO","SEMESTRE_INGRESSO","TIPO_INGRESSO","CAMPUS","COD_CURSO","CURSO","NATURALIDADE","UF_NATURALIDADE","PAIS_NATURALIDADE","BAIRRO_ENDERECO","CIDADE_ENDERECO","UF_ENDERECO","SEXO","ANO_NASC","COTA","TIPO_COTA","ESCOLARIDADE_PAI","ESCOLARIDADE_MAE","DEFICIENCIA"
358104,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BELO JARDIM,PE,BRA,SANTO ANTONIO,BELO JARDIM,PE,F,"2003",N,A0,ENSINO FUNDAMENTAL,SEGUNDO GRAU INCOMPLETO,N
356175,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BELO JARDIM,PE,BRA,SANTO ANTONIO,BELO JARDIM,PE,F,"2003",S,L5,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
356445,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BELO JARDIM,PE,BRA,TANCREDO NEVES,BELO JARDIM,PE,F,"2004",S,L6,ENSINO MEDIO,ENSINO MEDIO,N
355466,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BELO JARDIM,PE,BRA,SANTO ANTONIO,BELO JARDIM,PE,M,"2000",S,L6,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL INCOMPLETO,N
353942,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BELO JARDIM,PE,BRA,CENTRO,BELO JARDIM,PE,M,"2002",N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
358397,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BELO JARDIM,PE,BRA,SAO PEDRO,BELO JARDIM,PE,M,"2002",S,L2,SEGUNDO GRAU INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
358423,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BELO JARDIM,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,"2001",S,L2,ENSINO MEDIO,ENSINO FUNDAMENTAL INCOMPLETO,N
357190,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BELO JARDIM,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,"2004",S,L6,ENSINO MEDIO,ENSINO FUNDAMENTAL INCOMPLETO,N
357390,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BEZERROS,PE,BRA,CENTRO,BEZERROS,PE,F,"2003",N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
355498,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BEZERROS,PE,BRA,CENTRO,BEZERROS,PE,F,"2004",N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL,N
355864,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BEZERROS,PE,BRA,CENTRO,BEZERROS,PE,F,"2004",N,A0,ENSINO MEDIO,ENSINO MEDIO,N
334055,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BEZERROS,PE,BRA,CENTRO,BEZERROS,PE,M,"1999",N,A0,ENSINO FUNDAMENTAL,ALFABETIZADO SEM CURSOS REGULARES,N
356448,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BEZERROS,PE,BRA,CENTRO,BEZERROS,PE,M,"1999",N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
353980,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BEZERROS,PE,BRA,CENTRO,BEZERROS,PE,M,"2001",S,L5,ENSINO SUPERIOR,ENSINO MEDIO,N
354252,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BEZERROS,PE,BRA,CENTRO,BEZERROS,PE,M,"2003",N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
358311,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BEZERROS,PE,BRA,SALGADO,CARUARU,PE,M,"2003",S,L1,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
358151,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BEZERROS,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,"1995",N,A0,,ANALFABETO,N
360458,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BONITO,PE,BRA,CENTRO,AGRESTINA,PE,F,"2003",S,L1,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
359819,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BONITO,PE,BRA,SALGADO,CARUARU,PE,F,"2003",N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
357120,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BREJO DA MADRE DE DEUS,PE,BRA,CENTRO,BREJO DA MADRE DE DEUS,PE,M,"2003",N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO SUPERIOR,N
359121,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BUIQUE,PE,BRA,JOAO MOTA,CARUARU,PE,F,"2003",S,L2,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
356901,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CAMOCIM DE SAO FELIX,PE,BRA,CENTRO,CAMOCIM DE SAO FELIX,PE,M,"2004",S,L1,,ENSINO FUNDAMENTAL INCOMPLETO,N
355124,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CAPOEIRAS,PE,BRA,CENTRO,SAO BENTO DO UNA,PE,M,"2003",S,L5,,ENSINO MEDIO,N
360324,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CENTRO,AGRESTINA,PE,F,"2002",N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
356121,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CENTRO,ALTINHO,PE,F,"2004",S,L1,ENSINO MEDIO,ENSINO MEDIO,N
358414,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,TANCREDO NEVES,BELO JARDIM,PE,F,"2001",N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
355776,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CENTRO,BEZERROS,PE,F,"2003",N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
355370,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CENTRO,BEZERROS,PE,F,"2003",S,L6,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
357529,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CENTRO,BREJO DA MADRE DE DEUS,PE,M,"2003",N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
357959,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,INDIANOPOLIS,CARUARU,PE,F,"1976",S,L5,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
357298,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,SAO FRANCISCO,CARUARU,PE,F,"1995",N,A0,,SEGUNDO GRAU INCOMPLETO,N
357600,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,PETROPOLIS,CARUARU,PE,F,"1999",N,A0,,SUPERIOR INCOMPLETO,N
357189,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,BOA VISTA,CARUARU,PE,F,"2000",N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
358621,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,RENDEIRAS,CARUARU,PE,F,"2000",N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
358494,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,MAURICIO DE NASSAU,CARUARU,PE,F,"2001",N,A0,,ENSINO SUPERIOR,N
358513,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,SANTA ROSA,CARUARU,PE,F,"2001",S,L5,ENSINO SUPERIOR,ENSINO FUNDAMENTAL,N
341084,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,SÃO JOÃO DA ESCOCIA,CARUARU,PE,F,"2001",S,L2,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,N
354066,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,RENDEIRAS,CARUARU,PE,F,"2002",N,A0,ENSINO MEDIO,ENSINO FUNDAMENTAL INCOMPLETO,N
359163,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,BOA VISTA,CARUARU,PE,F,"2003",S,L1,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL INCOMPLETO,N
359829,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,SALGADO,CARUARU,PE,F,"2003",S,L1,ENSINO MEDIO,SEGUNDO GRAU INCOMPLETO,N
358728,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,MAURICIO DE NASSAU,CARUARU,PE,F,"2003",S,L1,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
360457,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,JOAO MOTA,CARUARU,PE,F,"2003",S,L1,,SEGUNDO GRAU INCOMPLETO,N
357655,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,RENDEIRAS,CARUARU,PE,F,"2004",N,A0,ENSINO MEDIO,ENSINO MEDIO,N
353523,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,NOSSA SENHORA DAS DORES,CARUARU,PE,M,"1993",N,A0,ENSINO MEDIO,ENSINO MEDIO,N
360459,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,SALGADO,CARUARU,PE,M,"1993",S,L1,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL INCOMPLETO,N
357286,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,PETROPOLIS,CARUARU,PE,M,"2002",N,A0,,ENSINO MEDIO,N
358802,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,PETROPOLIS,CARUARU,PE,M,"2002",N,A0,ENSINO FUNDAMENTAL,ENSINO MEDIO,N
350498,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,NOVA CARUARU,CARUARU,PE,M,"2003",N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
358038,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,BOA VISTA,CARUARU,PE,M,"2003",N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
358699,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,SANTA ROSA,CARUARU,PE,M,"2003",S,L6,SEGUNDO GRAU INCOMPLETO,ENSINO MEDIO,N
355148,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,UNIVERSITARIO,CARUARU,PE,M,"2004",N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
358276,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,MAURICIO DE NASSAU,CARUARU,PE,M,"2004",N,A0,,ENSINO SUPERIOR,N
360212,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,SANTA ROSA,CARUARU,PE,M,"2004",N,A0,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,N
358666,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,NOVA CARUARU,CARUARU,PE,M,"2004",S,L1,ENSINO FUNDAMENTAL INCOMPLETO,SEGUNDO GRAU INCOMPLETO,N
360120,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CENTRO,CUPIRA,PE,F,"2001",S,L1,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
341249,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,BAIRRO NOVO,GRAVATA,PE,M,"1999",N,A0,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,N
357852,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,"2002",S,L5,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
346630,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,"2002",S,L1,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
360437,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,"2004",N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ANALFABETO,N
354719,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,"2004",N,A0,ENSINO MEDIO,ENSINO MEDIO,N
358095,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,"2004",S,L5,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
358323,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,"2004",S,L6,,ANALFABETO,N
356849,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,"1995",S,L1,ENSINO FUNDAMENTAL INCOMPLETO,SEGUNDO GRAU INCOMPLETO,N
350370,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,"2002",N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
357253,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CENTRO,RIACHO DAS ALMAS,PE,M,"2003",N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
357572,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CENTRO,SAO CAITANO,PE,M,"2003",S,L6,ENSINO MEDIO,ENSINO SUPERIOR,N
357546,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CORTES,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,"2002",S,L2,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
344962,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CUMARU,PE,BRA,CENTRO,CUMARU,PE,M,"1996",N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
320306,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,DIADEMA,SP,BRA,LAGOA DA VACA,SURUBIM,PE,M,"1994",N,A0,ENSINO FUNDAMENTAL,ENSINO MEDIO,N
357986,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,DUQUE DE CAXIAS,RJ,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,"2002",N,A0,ENSINO FUNDAMENTAL,SEGUNDO GRAU INCOMPLETO,N
360204,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,FEIRA NOVA,PE,BRA,MAURICIO DE NASSAU,CARUARU,PE,F,"2004",N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
357795,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,FORTALEZA,CE,BRA,INDIANOPOLIS,CARUARU,PE,F,"1983",N,A0,SEGUNDO GRAU INCOMPLETO,ENSINO MEDIO,N
354700,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,GARANHUNS,PE,BRA,UNIVERSITARIO,CARUARU,PE,F,"2003",N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
358784,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,GARANHUNS,PE,BRA,CENTRO,JUPI,PE,F,"2004",S,L6,ENSINO MEDIO,ENSINO MEDIO,N
357183,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,GARANHUNS,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,"2003",S,L2,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
355067,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,GARANHUNS,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,"2005",N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
359305,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,GOIANA,PE,BRA,DIVINOPOLIS,CARUARU,PE,M,"1996",S,L6,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
360372,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,GRAVATA,PE,BRA,CENTRO,BEZERROS,PE,F,"2003",N,A0,ENSINO MEDIO,ENSINO FUNDAMENTAL INCOMPLETO,N
357901,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,GRAVATA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,"2001",N,A0,ENSINO FUNDAMENTAL,ENSINO SUPERIOR,N
359174,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,GRAVATA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,"2002",S,L5,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL INCOMPLETO,N
358730,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,GUARULHOS,SP,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,"2003",S,L1,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
359300,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,JABOATÃO DOS GUARARAPES,PE,BRA,CANDEIAS,JABOATÃO DOS GUARARAPES,PE,F,"2004",S,L2,SEGUNDO GRAU INCOMPLETO,ENSINO MEDIO,N
360205,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,JABOATÃO DOS GUARARAPES,PE,BRA,CAMPINA DO BARRETO,RECIFE,PE,F,"1964",S,L5,ENSINO MEDIO,ENSINO FUNDAMENTAL INCOMPLETO,N
357602,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,JOAO ALFREDO,PE,BRA,LAGOA DA VACA,SURUBIM,PE,F,"2003",N,A0,,ENSINO SUPERIOR,N
357274,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,JUAZEIRO DO NORTE,CE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,"2003",N,A0,ENSINO MEDIO,ENSINO MEDIO,N
358902,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,JUPI,PE,BRA,CENTRO,JUPI,PE,M,"2003",S,L6,ENSINO FUNDAMENTAL INCOMPLETO,SEGUNDO GRAU INCOMPLETO,N
358672,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,LAJEDO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,"2003",N,A0,ENSINO FUNDAMENTAL INCOMPLETO,SEGUNDO GRAU INCOMPLETO,N
356451,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,LAJEDO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,"2003",N,A0,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,N
356078,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,LAJEDO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,"2004",N,A0,SEGUNDO GRAU INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
359249,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,LIMOEIRO,PE,BRA,CENTRO,BOM JARDIM,PE,F,"2003",S,L6,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
360273,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,LIMOEIRO,PE,BRA,CENTRO,LIMOEIRO,PE,F,"2004",S,L1,,ENSINO FUNDAMENTAL INCOMPLETO,N
358592,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,NAZARE DA MATA,PE,BRA,SANTA ROSA,CARUARU,PE,F,"2000",S,L6,SEGUNDO GRAU INCOMPLETO,ENSINO MEDIO,N
360371,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,NAZARE DA MATA,PE,BRA,NOSSA SENHORA DAS GRAÇAS,GRAVATA,PE,F,"2004",S,L1,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO SUPERIOR,N
358539,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,OLINDA,PE,BRA,JATOBA,OLINDA,PE,F,"2002",N,A0,ENSINO MEDIO,SEGUNDO GRAU INCOMPLETO,N
356306,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,PALMARES,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,"2001",N,A0,ENSINO FUNDAMENTAL INCOMPLETO,SEGUNDO GRAU INCOMPLETO,N
357631,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,PALMARES,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,"2001",S,L5,ENSINO MEDIO,SEGUNDO GRAU INCOMPLETO,N
359827,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,PANELAS,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,"2000",S,L1,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
358081,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,PANELAS,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,"2001",S,L5,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
356263,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,PANELAS,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,"1993",S,L13,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,S
357880,2022,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,PASSIRA,PE,BRA,CENTRO,PASSIRA,PE,M,"1996",N,A0,ENSINO MEDIO,ENSINO FUNDAMENTAL INCOMPLETO,N
357127,2022,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,PESQUEIRA,PE,BRA,CENTRO,PESQUEIRA,PE,F,"2001",S,L2,ENSINO MEDIO,ENSINO FUNDAMENTAL INCOMPLETO,N
